date,share_code,issuer_name,investor_name,investor_classification,local_foreign,nationality,domicile,holdings_scripless,holdings_scrip,total_holding_shares,percentage
30-Jun-2026,TBLA,TUNAS BARU LAMPUNG Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,Private Bank,F,,SINGAPORE,224539300,0,224539300,3.73
30-Jun-2026,TBLA,TUNAS BARU LAMPUNG Tbk,ARWIN,Individual,L,INDONESIAN,,77626500,0,77626500,1.29
30-Jun-2026,TBLA,TUNAS BARU LAMPUNG Tbk,"PANIN SEKURITAS Tbk, PT",Securities Company,L,,INDONESIA,123427280,0,123427280,2.05
30-Jun-2026,TBLA,TUNAS BARU LAMPUNG Tbk,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,Securities Company,F,,SINGAPORE,86883071,0,86883071,1.44
30-Jun-2026,TBLA,TUNAS BARU LAMPUNG Tbk,UOB KAY HIAN PTE LTD,Securities Company,F,,SINGAPORE,256149029,0,256149029,4.25
30-Jun-2026,TBLA,TUNAS BARU LAMPUNG Tbk,MAYBANK SECURITIES PTE. LTD.,Investment Manager,F,,SINGAPORE,220822971,0,220822971,3.66
30-Jun-2026,TBLA,TUNAS BARU LAMPUNG Tbk,PHILLIP SECURITIES PTE LTD,Investment Manager,F,,SINGAPORE,255842828,0,255842828,4.25
30-Jun-2026,TBMS,TEMBAGA MULIA SEMANAN Tbk,"JEMBO CABLE COMPANY TBK, PT",Corporate,L,,,0,12000000,12000000,1.63
30-Jun-2026,TBMS,TEMBAGA MULIA SEMANAN Tbk,Toyota Tsusho Corporation,Corporate,F,,JAPAN,73468000,0,73468000,10.0
30-Jun-2026,TBMS,TEMBAGA MULIA SEMANAN Tbk,The Furukawa Electric Co.Ltd.,Corporate,F,,,47640000,264000000,311640000,42.42
30-Jun-2026,TBMS,TEMBAGA MULIA SEMANAN Tbk,NATALIA SUSENO,Individual,L,INDONESIAN,INDONESIA,11804000,0,11804000,1.61
30-Jun-2026,TBMS,TEMBAGA MULIA SEMANAN Tbk,LILY LESTARI SUSENO,Individual,L,INDONESIAN,INDONESIA,7764000,0,7764000,1.06
30-Jun-2026,TBMS,TEMBAGA MULIA SEMANAN Tbk,REKSA DANA BALANCED FUND SUCORINVEST ANAK PINTAR,Mutual Funds,L,,INDONESIA,8330700,0,8330700,1.13
30-Jun-2026,TBMS,TEMBAGA MULIA SEMANAN Tbk,SUPREME CABLE MANUFACTURING CORP.,,,,,0,248400000,248400000,33.81
30-Jun-2026,TCID,MANDOM INDONESIA Tbk,MANDOM CORPORATION,Corporate,F,,JAPAN,5012692,262317382,267330074,66.48
30-Jun-2026,TCID,MANDOM INDONESIA Tbk,"SIE, DAVID GUNAWAN",Individual,L,INDONESIAN,INDONESIA,7630700,0,7630700,1.9
30-Jun-2026,TCID,MANDOM INDONESIA Tbk,Sudiman Lee,Individual,L,INDONESIAN,,5670272,0,5670272,1.41
30-Jun-2026,TCID,MANDOM INDONESIA Tbk,WILSON SURYADI SUTAN,Individual,L,INDONESIAN,INDONESIA,18442300,0,18442300,4.59
30-Jun-2026,TCID,MANDOM INDONESIA Tbk,SUKIMAN LEE,Individual,L,INDONESIAN,INDONESIA,4316848,0,4316848,1.07
30-Jun-2026,TCID,MANDOM INDONESIA Tbk,Tora Sutanto,Individual,L,INDONESIAN,INDONESIAN,172000,4391520,4563520,1.13
30-Jun-2026,TCID,MANDOM INDONESIA Tbk,ASIA JAYA PARAMITA,,,,,0,45716520,45716520,11.37
30-Jun-2026,TCID,MANDOM INDONESIA Tbk,ASIA PARAMITA INDAH,,,,,0,6520768,6520768,1.62
30-Jun-2026,TCPI,TRANSCOAL PACIFIC Tbk,KARYA PERMATA INSANI PT,Corporate,L,,INDONESIA,100000000,1150000006,1250000006,25.0
30-Jun-2026,TCPI,TRANSCOAL PACIFIC Tbk,UBS SWITZERLAND AG,Trustee Bank,F,,SWITZERLAND,88067800,0,88067800,1.76
30-Jun-2026,TCPI,TRANSCOAL PACIFIC Tbk,ADI PUTRO,Individual,L,INDONESIAN,INDONESIA,74942200,0,74942200,1.5
30-Jun-2026,TCPI,TRANSCOAL PACIFIC Tbk,SUSANTI,Individual,L,INDONESIAN,INDONESIA,105359200,0,105359200,2.11
30-Jun-2026,TCPI,TRANSCOAL PACIFIC Tbk,PT OCBC SEKURITAS INDONESIA,Securities Company,L,,INDONESIA,52720000,0,52720000,1.05
30-Jun-2026,TCPI,TRANSCOAL PACIFIC Tbk,CGS INTERNATIONAL SEKURITAS INDONESIA,Securities Company,L,,INDONESIA,78365554,0,78365554,1.57
30-Jun-2026,TCPI,TRANSCOAL PACIFIC Tbk,OCBC SECURITIES PRIVATE LIMITED,Securities Company,F,,SINGAPORE,111944500,0,111944500,2.24
30-Jun-2026,TCPI,TRANSCOAL PACIFIC Tbk,UOB KAY HIAN PTE LTD,Securities Company,F,,SINGAPORE,91192000,0,91192000,1.82
30-Jun-2026,TCPI,TRANSCOAL PACIFIC Tbk,SARI NUSANTARA GEMILANG PT,,,,,0,2749999994,2749999994,55.0
30-Jun-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,PT BERLIAN INTI ATLANTIK,Corporate,L,,INDONESIA,166398000,0,166398000,1.59
30-Jun-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,PT SINAR MAS MULTIARTHA Tbk,Corporate,L,,INDONESIA,119127550,0,119127550,1.14
30-Jun-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,OSVILLE FINANCE LTD,Firm,F,,"VIRGIN ISLANDS, BRITISH",360956000,0,360956000,3.44
30-Jun-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,DH CORPORATION LTD,Firm,F,,SEYCHELLES,7602265670,0,7602265670,72.51
30-Jun-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,XING WANG INTERNATIONAL LIMITED,Corporate,F,,"VIRGIN ISLANDS, BRITISH",263044000,0,263044000,2.51
30-Jun-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,CASCADEN INVESTMENT LIMITED,Investment Advisors,F,,"VIRGIN ISLANDS, BRITISH",503446350,0,503446350,4.8
30-Jun-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,NIVEN HOLDINGS LIMITED,Investment Advisors,F,,"VIRGIN ISLANDS, BRITISH",400000000,0,400000000,3.81
30-Jun-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,BOQUETE GROUP S.A.,Investment Advisors,F,,"VIRGIN ISLANDS, BRITISH",200000000,0,200000000,1.91
30-Jun-2026,TDPM,TRIDOMAIN PERFORMANCE MATERIALS Tbk,MAYBANK SECURITIES PTE. LTD.,Investment Manager,F,,SINGAPORE,263887500,0,263887500,2.52
30-Jun-2026,TEBE,DANA BRATA LUHUR Tbk,PT. DUA SAMUDERA PERKASA,Corporate,L,,INDONESIA,988336981,0,988336981,76.91
30-Jun-2026,TEBE,DANA BRATA LUHUR Tbk,PANG GERALD,Individual,F,SINGAPOREAN,SINGAPORE,32183496,0,32183496,2.5
30-Jun-2026,TEBE,DANA BRATA LUHUR Tbk,YONG POH CHOO,Individual,F,MALAYSIAN,MALAYSIA,31960700,0,31960700,2.49
30-Jun-2026,TEBE,DANA BRATA LUHUR Tbk,REKSA DANA ASHMORE SAHAM DINAMIS NUSANTARA,Mutual Funds,L,,INDONESIA,15438300,0,15438300,1.2
30-Jun-2026,TECH,INDOSTERLING TECHNOMEDIA Tbk,PT. Bahtera Agung Sarana,Corporate,L,,INDONESIA,39604300,0,39604300,3.15
30-Jun-2026,TECH,INDOSTERLING TECHNOMEDIA Tbk,PT CITRA CEMERLANG JAYARAYA,Corporate,L,,INDONESIA,74068019,0,74068019,5.9
30-Jun-2026,TECH,INDOSTERLING TECHNOMEDIA Tbk,PT SUMBER ARTHAGUNA BERSAMA,Corporate,L,,INDONESIA,52282800,0,52282800,4.16
30-Jun-2026,TECH,INDOSTERLING TECHNOMEDIA Tbk,PT. INDOSTERLING SARANA INVESTA,Firm,L,,INDONESIA,419680829,0,419680829,33.41
30-Jun-2026,TECH,INDOSTERLING TECHNOMEDIA Tbk,CHARISMATIC CAPITAL LIMITED,Sole Proprietorship,F,,"VIRGIN ISLANDS, BRITISH",105200871,0,105200871,8.37
30-Jun-2026,TECH,INDOSTERLING TECHNOMEDIA Tbk,CARRINGTON MFO VCC - CHARISMATIC DEBT EQUITY FUND,Sole Proprietorship,F,,SINGAPORE,286958100,0,286958100,22.84
30-Jun-2026,TECH,INDOSTERLING TECHNOMEDIA Tbk,BEKTI SUTIKNA,Individual,L,INDONESIAN,INDONESIA,13632700,0,13632700,1.09
30-Jun-2026,TECH,INDOSTERLING TECHNOMEDIA Tbk,JEREMY LAU KENG KIT,Individual,F,SINGAPOREAN,SINGAPORE,55106900,0,55106900,4.39
30-Jun-2026,TECH,INDOSTERLING TECHNOMEDIA Tbk,OCBC SECURITIES PRIVATE LIMITED,Securities Company,F,,SINGAPORE,100000000,0,100000000,7.96
30-Jun-2026,TELE,OMNI INOVASI INDONESIA Tbk,PT SWADAYA NUSA ARTHA,Corporate,L,,INDONESIA,184158000,0,184158000,2.52
30-Jun-2026,TELE,OMNI INOVASI INDONESIA Tbk,PT SWADAYA NUSA BHAKTI,Corporate,L,,INDONESIA,297736100,0,297736100,4.07
30-Jun-2026,TELE,OMNI INOVASI INDONESIA Tbk,PT.PINS Indonesia,Corporate,L,,INDONESIA,1754641247,0,1754641247,24.0
30-Jun-2026,TELE,OMNI INOVASI INDONESIA Tbk,DELTACOMSEL INDONESIA DISTRINDO,Corporate,L,,INDONESIA,279287300,0,279287300,3.82
30-Jun-2026,TELE,OMNI INOVASI INDONESIA Tbk,UPAYA CIPTA SEJAHTERA PT.,Corporate,L,,INDONESIA,2728700000,0,2728700000,37.32
30-Jun-2026,TELE,OMNI INOVASI INDONESIA Tbk,HAIYANTO,Individual,L,INDONESIAN,INDONESIA,607625900,0,607625900,8.31
30-Jun-2026,TFAS,TELEFAST INDONESIA Tbk,PT. KRESNA ASSET MANAGEMENT S/A PT. M CASH INTEGRASI TBK,Corporate,L,,INDONESIA,699093200,0,699093200,41.95
30-Jun-2026,TFAS,TELEFAST INDONESIA Tbk,PT. DIGITAL CONSUMER ENGAGEMENT,Corporate,L,,INDONESIA,38300000,0,38300000,2.3
30-Jun-2026,TFAS,TELEFAST INDONESIA Tbk,PT. DIGITAL MEDIATAMA MAXIMA TBK,Firm,L,,INDONESIA,62416900,0,62416900,3.75
30-Jun-2026,TFAS,TELEFAST INDONESIA Tbk,PT. TELEFAST INVESTAMA INDONESIA,Corporate,L,,INDONESIA,213312000,0,213312000,12.8
30-Jun-2026,TFAS,TELEFAST INDONESIA Tbk,PT NFC INDONESIA TBK,Corporate,L,,INDONESIA,40609700,0,40609700,2.44
30-Jun-2026,TFAS,TELEFAST INDONESIA Tbk,PT DISTRIBUSI VOUCHER NUSANTARA TBK,Corporate,L,,INDONESIA,271039200,0,271039200,16.26
30-Jun-2026,TFAS,TELEFAST INDONESIA Tbk,BANK OF SINGAPORE LIMITED,Private Bank,F,,SINGAPORE,124523900,0,124523900,7.47
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,WIRATAMA KARYA SEJATI PT,Corporate,L,,INDONESIA,162460000,647112997,809572997,16.79
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,PT. HERMAWAN SENTRAL INVESTAMA,Private Equity,L,,INDONESIA,162460000,675922111,838382111,17.38
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,JERRY WIRATAMA,Individual,L,INDONESIAN,INDONESIA,0,78769606,78769606,1.63
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,SILVIA WIRATAMA,Individual,L,INDONESIAN,INDONESIAN,0,78768726,78768726,1.63
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,TATANG HERMAWAN,Individual,L,INDONESIAN,INDONESIA,238993580,0,238993580,4.96
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,ANTON WIRATAMA,Individual,L,INDONESIAN,INDONESIAN,0,307305122,307305122,6.37
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,SANDRIANI YOHAN,Individual,L,INDONESIAN,INDONESIA,228583516,0,228583516,4.74
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,AFANDI HERMAWAN,Individual,L,INDONESIAN,INDONESIA,217700,254030938,254248638,5.27
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,ALING HERMAWAN,,,,,0,254030938,254030938,5.27
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,PROSPECT MOTOR,,,,,0,1595335024,1595335024,33.08
30-Jun-2026,TFCO,TIFICO FIBER INDONESIA Tbk,TOMMY WIRATAMA,,,,,0,78769606,78769606,1.63
30-Jun-2026,TGKA,TIGARAKSA SATRIA Tbk,PT WIDJAJATUNGGAL SEJAHTERA,Corporate,L,,INDONESIA,232845900,0,232845900,25.35
30-Jun-2026,TGKA,TIGARAKSA SATRIA Tbk,PT. EKATRIADI KUSUMA,Corporate,L,,INDONESIA,43040000,0,43040000,4.69
30-Jun-2026,TGKA,TIGARAKSA SATRIA Tbk,PT. SARANA LEDAUN,Corporate,L,,INDONESIA,269484150,0,269484150,29.34
30-Jun-2026,TGKA,TIGARAKSA SATRIA Tbk,PT PEMUDA JAYA RAYA,Corporate,L,,INDONESIA,11263800,0,11263800,1.23
30-Jun-2026,TGKA,TIGARAKSA SATRIA Tbk,PENTA WIDJAJA INVESTINDO,Investment Advisors,L,,INDONESIA,332627350,0,332627350,36.21
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,"TERREGRA ASIA EQUITY, PT",Venture Capital,L,,INDONESIA,452676000,0,452676000,16.46
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,BUDI SISWA,Educational Institution,L,,INDONESIA,121309300,0,121309300,4.41
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,GIAM ESTHER INDRAWATI,Individual,L,INDONESIAN,INDONESIA,37348200,0,37348200,1.36
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,INDRAWATI,Individual,L,INDONESIAN,INDONESIA,72929700,0,72929700,2.65
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,YOHANES HALIM,Individual,L,INDONESIAN,INDONESIA,99045100,0,99045100,3.6
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,YOSUA IVAN JUNAIDI,Individual,L,INDONESIAN,INDONESIA,28602400,0,28602400,1.04
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,IWAN SUGIARJO,Individual,L,INDONESIAN,INDONESIA,34193400,0,34193400,1.24
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,INGRID MATTUALY,Individual,L,INDONESIAN,INDONESIA,30997100,0,30997100,1.13
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,ROY PETRUS CHALIM,Individual,L,INDONESIAN,,40070000,0,40070000,1.46
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,SUSANNA HENDRO,Individual,L,INDONESIAN,INDONESIA,31983400,0,31983400,1.16
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,INDAH MAYASARI,Individual,L,INDONESIAN,INDONESIA,36626500,0,36626500,1.33
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,HANS LUKAS JUNAIDI,Individual,L,INDONESIAN,INDONESIA,29317400,0,29317400,1.07
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,NJONO SAMPOERNO,Individual,L,INDONESIAN,INDONESIA,34088900,0,34088900,1.24
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,RAHMA HERLINA,Individual,L,INDONESIAN,INDONESIA,85079000,0,85079000,3.09
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,DJANI SUTEDJA,Individual,L,INDONESIAN,,87588200,0,87588200,3.19
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,NIZAR SUNGKAR,Individual,L,INDONESIAN,INDONESIA,47925500,0,47925500,1.74
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,KEUSKUPAN AGUNG MEDAN,Diocese,L,,INDONESIA,35371600,0,35371600,1.29
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,DANA PENSIUN LEMBAGA KATOLIK YADAPEN,Pension Funds,L,,INDONESIA,115128100,0,115128100,4.19
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,DANA PENSIUN KONFERENSI WALIGEREJA INDONESIA,Pension Funds,L,,INDONESIA,80118800,0,80118800,2.91
30-Jun-2026,TGRA,TERREGRA ASIA ENERGY Tbk,"PT RELIANCE SEKURITAS INDONESIA, TBK",Securities Company,L,,INDONESIA,36278400,0,36278400,1.32
30-Jun-2026,TGUK,PLATINUM WAHAB NUSANTARA Tbk,BUDIANTO M KURNIAWAN,Individual,L,INDONESIAN,INDONESIA,41644800,0,41644800,1.17
30-Jun-2026,TGUK,PLATINUM WAHAB NUSANTARA Tbk,MADA AZHARI,Individual,L,INDONESIAN,INDONESIA,89500000,0,89500000,2.51
30-Jun-2026,TGUK,PLATINUM WAHAB NUSANTARA Tbk,ANTONY LESMANA,Individual,L,INDONESIAN,INDONESIA,266787600,0,266787600,7.47
30-Jun-2026,TGUK,PLATINUM WAHAB NUSANTARA Tbk,ANTONIUS BOBBY SISWANTO,Individual,L,INDONESIAN,INDONESIA,89896700,0,89896700,2.52
30-Jun-2026,TGUK,PLATINUM WAHAB NUSANTARA Tbk,EDIE,Individual,L,INDONESIAN,INDONESIA,36319600,0,36319600,1.02
30-Jun-2026,TGUK,PLATINUM WAHAB NUSANTARA Tbk,JERRI YOHANES SARAUN,Individual,L,INDONESIAN,INDONESIA,37055300,0,37055300,1.04
30-Jun-2026,TGUK,PLATINUM WAHAB NUSANTARA Tbk,JANNI,Individual,L,INDONESIAN,INDONESIA,178500000,0,178500000,5.0
30-Jun-2026,TGUK,PLATINUM WAHAB NUSANTARA Tbk,PT DINASTI KREATIF INDONESIA,,,,,0,2476250000,2476250000,69.33
30-Jun-2026,TIFA,KDB TIFA FINANCE Tbk,PT DWI SATRYA UTAMA,Corporate,L,,INDONESIA,532707259,0,532707259,15.0
30-Jun-2026,TIFA,KDB TIFA FINANCE Tbk,PT BLUE CROSS INDONESIA,Corporate,L,,INDONESIA,79919857,0,79919857,2.25
30-Jun-2026,TIFA,KDB TIFA FINANCE Tbk,THE KOREA DEVELOPMENT BANK,Bank,F,,"KOREA, REPUBLIC OF",2752920825,0,2752920825,77.5
30-Jun-2026,TIFA,KDB TIFA FINANCE Tbk,PT KOREA INVESTMENT AND SEKURITAS INDONESIA - REGISTRAR,Securities Company,L,,INDONESIA,172806881,0,172806881,4.86
30-Jun-2026,TINS,TIMAH Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,State Owned Enterprises,L,,INDONESIA,124147661,0,124147661,1.67
30-Jun-2026,TINS,TIMAH Tbk,PT. PRUDENTIAL LIFE ASSURANCE,Insurance,L,,INDONESIA,82335600,0,82335600,1.11
30-Jun-2026,TINS,TIMAH Tbk,GOVERNMENT OF NORWAY,Sovereign Wealth Fund,F,,NORWAY,93535500,0,93535500,1.26
30-Jun-2026,TINS,TIMAH Tbk,PT MINERAL INDUSTRI INDONESIA (PERSERO),,,,,0,4841053951,4841053951,65.0
30-Jun-2026,TIRA,TIRA AUSTENITE Tbk,PT SURYASENTRA GEMILANG SENTOSA,Corporate,L,,INDONESIA,22947966,0,22947966,3.9
30-Jun-2026,TIRA,TIRA AUSTENITE Tbk,PT WIDJAJATUNGGAL SEJAHTERA,Corporate,L,,INDONESIA,282426340,0,282426340,48.03
30-Jun-2026,TIRA,TIRA AUSTENITE Tbk,RELEVANSI ALIANSI KAPITAL PT,Corporate,L,,INDONESIA,20000000,0,20000000,3.4
30-Jun-2026,TIRA,TIRA AUSTENITE Tbk,PT MARTENSITE UNGGUL,Corporate,L,,INDONESIA,168091694,0,168091694,28.59
30-Jun-2026,TIRA,TIRA AUSTENITE Tbk,PENTA WIDJAJA INVESTINDO,Investment Advisors,L,,INDONESIA,21605000,0,21605000,3.67
30-Jun-2026,TIRA,TIRA AUSTENITE Tbk,OKTRIANTO BAGUS R KOTTAMA,Individual,L,INDONESIAN,INDONESIA,9900000,0,9900000,1.68
30-Jun-2026,TIRA,TIRA AUSTENITE Tbk,NJONO SAMPOERNO,Individual,L,INDONESIAN,INDONESIA,15000000,0,15000000,2.55
30-Jun-2026,TIRT,TIRTA MAHAKAM RESOURCES Tbk,HARITA JAYARAYA,Corporate,L,,INDONESIA,719672310,0,719672310,71.13
30-Jun-2026,TIRT,TIRTA MAHAKAM RESOURCES Tbk,HERYANTO SALIM,Individual,L,INDONESIAN,INDONESIA,83318100,0,83318100,8.23
30-Jun-2026,TIRT,TIRTA MAHAKAM RESOURCES Tbk,LIM YULIANA RITA INDRIAWATI,Individual,L,INDONESIAN,INDONESIA,24477500,0,24477500,2.42
30-Jun-2026,TIRT,TIRTA MAHAKAM RESOURCES Tbk,JOHN LEVIE SARAGIH,Individual,L,,,12476500,0,12476500,1.23
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,PT LANGGENG MURNI LAKSANA,Corporate,L,,INDONESIA,96546630,0,96546630,3.1
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,PT PORTGATE ASET INDONESIA,Corporate,L,,INDONESIA,148420464,0,148420464,4.77
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,PT APP PURINUSA EKAPERSADA,Corporate,L,,INDONESIA,0,1857744987,1857744987,59.67
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,BROADBAND GLOBAL PARTNERS INC.,Investment Advisors,F,,"VIRGIN ISLANDS, BRITISH",149873096,0,149873096,4.81
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,CASCADEN INVESTMENT LIMITED,Investment Advisors,F,,"VIRGIN ISLANDS, BRITISH",155549440,0,155549440,5.0
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,NIVEN HOLDING LIMITED,,F,,,0,92058700,92058700,2.96
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,BOQUETE GROUP S.A.,,F,,,0,83852816,83852816,2.69
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,UOB KAY HIAN PTE LTD,Securities Company,F,,SINGAPORE,32801000,0,32801000,1.05
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,NEAT  ACTION  FINANCE  LIMITED,,,,,0,48825300,48825300,1.57
30-Jun-2026,TKIM,PABRIK KERTAS TJIWI KIMIA Tbk,ACMESTAR INVESTMENT LIMITED,,,,,0,107554408,107554408,3.45
30-Jun-2026,TLDN,TELADAN PRIMA AGRO Tbk,PT TELADAN RESOURCES,Firm,L,,INDONESIA,7752052400,0,7752052400,59.88
30-Jun-2026,TLDN,TELADAN PRIMA AGRO Tbk,"UBS AG, LONDON",Bank,F,,SWITZERLAND,453652300,0,453652300,3.5
30-Jun-2026,TLDN,TELADAN PRIMA AGRO Tbk,AHMAD GUNUNG,Individual,L,INDONESIAN,INDONESIA,2100563000,0,2100563000,16.22
30-Jun-2026,TLDN,TELADAN PRIMA AGRO Tbk,WISHNU WARDHANA,Individual,L,INDONESIAN,INDONESIA,2100563000,0,2100563000,16.22
30-Jun-2026,TLKM,TELKOM INDONESIA (PERSERO) Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT DANANTARA ASSET MANAGEMENT,Corporate,L,,,0,51086330024,51086330024,51.57
30-Jun-2026,TLKM,TELKOM INDONESIA (PERSERO) Tbk,THE BANK OF NEW YORK MELLON,Bank,F,,UNITED STATES,6224018780,0,6224018780,6.28
30-Jun-2026,TLKM,TELKOM INDONESIA (PERSERO) Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,State Owned Enterprises,L,,INDONESIA,2379601300,0,2379601300,2.4
30-Jun-2026,TLKM,TELKOM INDONESIA (PERSERO) Tbk,THE PRUDENTIAL ASSURANCE COMPANY LIMITED,Insurance,F,,UNITED KINGDOM,1010645200,0,1010645200,1.02
30-Jun-2026,TLKM,TELKOM INDONESIA (PERSERO) Tbk,EMPLOYEES PROVIDENT FUND BOARD,Pension Funds,F,,MALAYSIA,1788534797,0,1788534797,1.81
30-Jun-2026,TMAS,TEMAS Tbk,PT TEMAS LESTARI,Corporate,L,,INDONESIA,41198076300,6532392200,47730468500,83.66
30-Jun-2026,TMAS,TEMAS Tbk,LIDYA LIBERTH,Individual,L,INDONESIAN,INDONESIA,1997495700,0,1997495700,3.5
30-Jun-2026,TMAS,TEMAS Tbk,ARIE RINALDI,Individual,L,INDONESIAN,INDONESIA,802395400,0,802395400,1.41
30-Jun-2026,TMAS,TEMAS Tbk,CHONG FIE FAH,Individual,L,INDONESIAN,INDONESIA,642166000,0,642166000,1.13
30-Jun-2026,TMAS,TEMAS Tbk,RICKO WIJAYA,Individual,L,INDONESIAN,,836286300,0,836286300,1.47
30-Jun-2026,TMAS,TEMAS Tbk,PT ASURANSI JIWA MANULIFE INDONESIA,Insurance,L,,INDONESIA,1236539600,0,1236539600,2.17
30-Jun-2026,TMPO,TEMPO INTI MEDIA Tbk,PT.Grafiti Pers,Corporate,L,,INDONESIA,104587270,152372733,256960003,24.28
30-Jun-2026,TMPO,TEMPO INTI MEDIA Tbk,PT. Persaudaraan Bersatu Esa,Corporate,L,,INDONESIA,11495900,0,11495900,1.09
30-Jun-2026,TMPO,TEMPO INTI MEDIA Tbk,. YAYASAN 21 JUNI 1994,Foundation,L,,INDONESIA,1322500,180000000,181322500,17.13
30-Jun-2026,TMPO,TEMPO INTI MEDIA Tbk,"EFG BANK AG, SINGAPORE BRANCH A/C CLIENTS",Private Bank,F,,SINGAPORE,33000000,0,33000000,3.12
30-Jun-2026,TMPO,TEMPO INTI MEDIA Tbk,PT YULIE SEKURITAS INDONESIA TBK,Securities Company,L,,INDONESIA,34031000,0,34031000,3.22
30-Jun-2026,TMPO,TEMPO INTI MEDIA Tbk,YAYASAN PEMBANGUNAN JAYA RAYA,,,,,0,90429394,90429394,8.54
30-Jun-2026,TMPO,TEMPO INTI MEDIA Tbk,YAYASAN KARYAWAN TEMPO,,,,,0,87627267,87627267,8.28
30-Jun-2026,TMPO,TEMPO INTI MEDIA Tbk,"JAYA RAYA UTAMA, PT",,,,,0,172329205,172329205,16.28
30-Jun-2026,TMPO,TEMPO INTI MEDIA Tbk,BURLINGHAM INTERNATIONAL LTD,,,,,0,25000000,25000000,2.36
30-Jun-2026,TNCA,TRIMUDA NUANSA CITRA Tbk,PT AKULAKU SILVRR INDONESIA,Corporate,L,,INDONESIA,133333400,0,133333400,31.62
30-Jun-2026,TNCA,TRIMUDA NUANSA CITRA Tbk,Holyhead East Limited,Corporate,F,,HONG KONG,115910400,0,115910400,27.49
30-Jun-2026,TNCA,TRIMUDA NUANSA CITRA Tbk,EKA SUHENDRA,Individual,L,INDONESIAN,INDONESIA,24263300,0,24263300,5.75
30-Jun-2026,TNCA,TRIMUDA NUANSA CITRA Tbk,HERI SANTOSO LIEM,Individual,L,INDONESIAN,INDONESIA,8199800,0,8199800,1.94
30-Jun-2026,TNCA,TRIMUDA NUANSA CITRA Tbk,JONATHAN CHANG,Individual,L,INDONESIAN,INDONESIA,8300000,0,8300000,1.97
